Product Line,Product Name,Condition,Number,Set,Rarity,Quantity,Main Photo URL,Set Release Date
"Magic","Reckless Handling (Foil Etched)","Near Mint Foil","119","March of the Machine: The Aftermath","U","2","","5/12/2023 12:00:00 AM"
"Magic","Reckless Handling (Halo Foil)","Near Mint Foil","203","March of the Machine: The Aftermath","U","2","","5/12/2023 12:00:00 AM"
"Magic","Reckless Handling (Showcase)","Near Mint Foil","69","March of the Machine: The Aftermath","U","7","","5/12/2023 12:00:00 AM"
"Magic","Rocco, Street Chef","Near Mint Foil","44","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Rocco, Street Chef (Extended Art)","Near Mint Foil","179","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Rocco, Street Chef (Foil Etched)","Near Mint Foil","144","March of the Machine: The Aftermath","R","2","","5/12/2023 12:00:00 AM"
"Magic","Samut, Vizier of Naktamun","Near Mint Foil","45","March of the Machine: The Aftermath","M","1","","5/12/2023 12:00:00 AM"
"Magic","Samut, Vizier of Naktamun (Showcase)","Near Mint Foil","95","March of the Machine: The Aftermath","M","1","","5/12/2023 12:00:00 AM"
"Magic","Sarkhan, Soul Aflame","Near Mint Foil","46","March of the Machine: The Aftermath","M","2","","5/12/2023 12:00:00 AM"
"Magic","Sarkhan, Soul Aflame (Foil Etched)","Near Mint Foil","146","March of the Machine: The Aftermath","M","1","","5/12/2023 12:00:00 AM"
"Magic","Sigarda, Font of Blessings","Near Mint Foil","47","March of the Machine: The Aftermath","R","4","","5/12/2023 12:00:00 AM"
"Magic","Sigarda, Font of Blessings (Extended Art)","Near Mint Foil","182","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Sigarda, Font of Blessings (Foil Etched)","Near Mint Foil","147","March of the Machine: The Aftermath","R","4","","5/12/2023 12:00:00 AM"
"Magic","Sigarda, Font of Blessings (Halo Foil)","Near Mint Foil","226","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Spark Rupture","Near Mint Foil","5","March of the Machine: The Aftermath","R","5","","5/12/2023 12:00:00 AM"
"Magic","Spark Rupture (Borderless)","Near Mint Foil","55","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Spark Rupture (Foil Etched)","Near Mint Foil","105","March of the Machine: The Aftermath","R","2","","5/12/2023 12:00:00 AM"
"Magic","Tazri, Stalwart Survivor (Foil Etched)","Near Mint Foil","106","March of the Machine: The Aftermath","R","3","","5/12/2023 12:00:00 AM"
"Magic","Tazri, Stalwart Survivor (Halo Foil)","Near Mint Foil","190","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Tazri, Stalwart Survivor (Showcase)","Near Mint Foil","56","March of the Machine: The Aftermath","R","3","","5/12/2023 12:00:00 AM"
"Magic","The Kenriths' Royal Funeral","Near Mint Foil","34","March of the Machine: The Aftermath","R","3","","5/12/2023 12:00:00 AM"
"Magic","The Kenriths' Royal Funeral (Foil Etched)","Near Mint Foil","134","March of the Machine: The Aftermath","R","4","","5/12/2023 12:00:00 AM"
"Magic","The Kenriths' Royal Funeral (Halo Foil)","Near Mint Foil","213","March of the Machine: The Aftermath","R","2","","5/12/2023 12:00:00 AM"
"Magic","The Kenriths' Royal Funeral (Showcase)","Near Mint Foil","84","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Tolarian Contempt (Foil Etched)","Near Mint Foil","108","March of the Machine: The Aftermath","U","1","","5/12/2023 12:00:00 AM"
"Magic","Tolarian Contempt (Showcase)","Near Mint Foil","58","March of the Machine: The Aftermath","U","4","","5/12/2023 12:00:00 AM"
"Magic","Training Grounds","Near Mint Foil","9","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Training Grounds (Foil Etched)","Near Mint Foil","109","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Tranquil Frillback","Near Mint Foil","24","March of the Machine: The Aftermath","R","5","","5/12/2023 12:00:00 AM"
"Magic","Tranquil Frillback (Extended Art)","Near Mint Foil","164","March of the Machine: The Aftermath","R","2","","5/12/2023 12:00:00 AM"
"Magic","Tranquil Frillback (Foil Etched)","Near Mint Foil","124","March of the Machine: The Aftermath","R","3","","5/12/2023 12:00:00 AM"
"Magic","Tranquil Frillback (Showcase)","Near Mint Foil","74","March of the Machine: The Aftermath","R","1","","5/12/2023 12:00:00 AM"
"Magic","Tyvar the Bellicose","Near Mint Foil","48","March of the Machine: The Aftermath","M","2","","5/12/2023 12:00:00 AM"
"Magic","Tyvar the Bellicose (Foil Etched)","Near Mint Foil","148","March of the Machine: The Aftermath","M","1","","5/12/2023 12:00:00 AM"
"Magic","Tyvar the Bellicose (Showcase)","Near Mint Foil","98","March of the Machine: The Aftermath","M","1","","5/12/2023 12:00:00 AM"
"Magic","Undercity Upheaval (Foil Etched)","Near Mint Foil","125","March of the Machine: The Aftermath","U","7","","5/12/2023 12:00:00 AM"
"Magic","Urborg Scavengers","Near Mint Foil","15","March of the Machine: The Aftermath","R","5","","5/12/2023 12:00:00 AM"
"Magic","Urborg Scavengers (Showcase)","Near Mint Foil","65","March of the Machine: The Aftermath","R","4","","5/12/2023 12:00:00 AM"
"Magic","Vesuvan Drifter","Near Mint Foil","10","March of the Machine: The Aftermath","R","3","","5/12/2023 12:00:00 AM"
"Magic","Vesuvan Drifter (Foil Etched)","Near Mint Foil","110","March of the Machine: The Aftermath","R","2","","5/12/2023 12:00:00 AM"
"Magic","Vesuvan Drifter (Showcase)","Near Mint Foil","60","March of the Machine: The Aftermath","R","4","","5/12/2023 12:00:00 AM"
"Magic","Captive Weird","Near Mint Foil","49","March of the Machine","U","1","","4/14/2023 12:00:00 AM"
"Magic","Elvish Vatkeeper","Near Mint Foil","223","March of the Machine","U","1","","4/14/2023 12:00:00 AM"
"Magic","Invasion of Dominaria","Near Mint Foil","21","March of the Machine","U","1","","4/14/2023 12:00:00 AM"
"Magic","Invasion of New Capenna","Near Mint Foil","238","March of the Machine","U","1","","4/14/2023 12:00:00 AM"
"Magic","Khenra Spellspear","Near Mint Foil","151","March of the Machine","U","1","","4/14/2023 12:00:00 AM"
"Magic","Preening Champion","Near Mint Foil","73","March of the Machine","C","1","","4/14/2023 12:00:00 AM"
"Magic","Streetwise Negotiator","Near Mint Foil","207","March of the Machine","U","1","","4/14/2023 12:00:00 AM"
"Magic","Horobi, Death's Wail","Near Mint Foil","14","March of the Machine: Multiverse Legends","R","1","","4/21/2023 12:00:00 AM"
"Magic","Dreamroot Cascade (Borderless)","Near Mint Foil","282","Innistrad: Crimson Vow","R","1","","11/19/2021 12:00:00 AM"
"Magic","Old Rutstein (Showcase)","Near Mint Foil","326","Innistrad: Crimson Vow","R","1","","11/19/2021 12:00:00 AM"
"Magic","Cone of Cold","Near Mint Foil","61","Commander Legends: Battle for Baldur's Gate","U","1","","6/10/2022 12:00:00 AM"
"Magic","Lae'zel, Vlaakith's Champion (Showcase)","Near Mint Foil","378","Commander Legends: Battle for Baldur's Gate","R","1","","6/10/2022 12:00:00 AM"
"Magic","Raggadragga, Goreguts Boss (Foil Etched)","Near Mint Foil","548","Commander Legends: Battle for Baldur's Gate","R","1","","6/10/2022 12:00:00 AM"
"Magic","Traverse the Outlands","Near Mint Foil","258","Commander Legends: Battle for Baldur's Gate","R","1","","6/10/2022 12:00:00 AM"
"Magic","Wyll, Blade of Frontiers (Showcase)","Near Mint Foil","405","Commander Legends: Battle for Baldur's Gate","R","1","","6/10/2022 12:00:00 AM"
"YuGiOh","Just Desserts","Near Mint Unlimited","SDJ-042","Starter Deck: Joey","Common","2","","3/30/2003 12:00:00 AM"
"Flesh & Blood TCG","Brand with Cinderclaw (Blue)","Near Mint","UPR062","Uprising","Common","2","","7/1/2022 12:00:00 AM"
"Flesh & Blood TCG","Lava Burst","Near Mint","UPR098","Uprising","Common","2","","7/1/2022 12:00:00 AM"
"Flesh & Blood TCG","Rising Resentment (Blue)","Near Mint","UPR077","Uprising","Common","2","","7/1/2022 12:00:00 AM"
"Flesh & Blood TCG","Rising Resentment (Red)","Near Mint","UPR075","Uprising","Common","1","","7/1/2022 12:00:00 AM"
"Orders Contained in Pull Sheet:","D63F089C-4C8383-43FE2 | D63F089C-2F6587-253A3 | D63F089C-470A94-3D7E6 | D63F089C-90D577-B6701 | D63F089C-A143AC-0DCC9 | D63F089C-5C2E71-A21D9 | D63F089C-61BC83-EFD89 | D63F089C-D98E04-DFC5C | D63F089C-F83F09-2CF34 | D63F089C-1C2C73-58E34 | D63F089C-E03B34-62C4E | D63F089C-1ECCAA-76F4B | D63F089C-4FEC3C-A8B6C | D63F089C-EAECB6-048C8 | D63F089C-EDCC76-6D965 | D63F089C-365548-63424 | D63F089C-8B904B-1DFBC | D63F089C-DCD337-19160 | D63F089C-316416-F51A8 | D63F089C-4C3998-714CF | D63F089C-3CED4F-57401 | D63F089C-78C617-09499 | D63F089C-C8D07F-503F5 | D63F089C-95431D-DD4F9 | D63F089C-1A0EFB-F69AA | D63F089C-C50D2B-7AAE7 | D63F089C-186AF5-513F1 | D63F089C-169728-5624D | D63F089C-B0E169-52E26 | D63F089C-B7DDD1-7A785 | D63F089C-FB3D5A-63320 | D63F089C-998997-972C6 | D63F089C-0FC663-52729 | D63F089C-9E013D-51A52 | D63F089C-934F04-E789F | D63F089C-2C2F64-A352E | D63F089C-44E8F9-C36E8 | D63F089C-AA49F7-D4829 | D63F089C-AF345A-6757F | D63F089C-4D671C-4BB73 | D63F089C-76E1BF-702E5 | D63F089C-681472-EB408 | D63F089C-2D25EB-89356 | D63F089C-72D10B-31FE7 | D63F089C-779E93-789AF | D63F089C-F09B40-EC439 | D63F089C-DE01E4-38B82 | D63F089C-80518D-591E0 | D63F089C-F35BD4-E585C | D63F089C-D502C4-85F17 | D63F089C-F12583-4711B | D63F089C-56A2EB-7F6F3 | D63F089C-524468-6B56E | D63F089C-A1292C-50AF2 | D63F089C-13EEAD-5A5CD | D63F089C-30F40C-8B8FB | D63F089C-9EC727-F6ED0 | D63F089C-C5670D-A1811 | D63F089C-700306-A6EA5 | D63F089C-611E44-8B0C1 | D63F089C-AF41A7-F99C0 | D63F089C-06ED5F-0B7F4 | D63F089C-29E694-77C24 | D63F089C-142E01-6B57B | D63F089C-D72CFD-69CCC | D63F089C-29E924-B5C9C | D63F089C-828417-7589F | D63F089C-FFB666-02847 | D63F089C-F07A2C-B690B | D63F089C-DC0259-F083D | D63F089C-8153BA-A0E9D | D63F089C-19831E-21C92 | D63F089C-FF6D9F-BF5D5 | D63F089C-E7C001-404FC | D63F089C-4AA88C-32BFE | D63F089C-9F9331-ACD47 | D63F089C-D0E641-563AE | D63F089C-8E7184-B7200 | D63F089C-50F164-F8BEA | D63F089C-F889A9-234EC | D63F089C-2B8852-7649F | D63F089C-713413-420BC | D63F089C-2AB79A-FB722 | D63F089C-B8C540-9D1BB | D63F089C-9DA39D-ED793 | D63F089C-5EDD60-169CC | D63F089C-340931-07BBB | D63F089C-E01BC0-EC125 | D63F089C-044780-AC1E1 | D63F089C-F1F705-147A8 | D63F089C-87EAB9-ED243 | D63F089C-EBC71B-C9418 | D63F089C-64605D-41263 | D63F089C-724149-709DF | D63F089C-A5E22C-90836 | D63F089C-A32FB8-9F219 | D63F089C-E655D9-4D679 | D63F089C-6C50C3-426CF | D63F089C-E5F37C-AF18C | D63F089C-45AFC6-4BBA5 | D63F089C-DA6BD8-482D9 | D63F089C-2C45F7-08F63 | D63F089C-599929-81A4C","","","","","","",""
